LLAMA3-8B	GT	LLAMA3-8B-Article-model
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-79
CWE-80	CWE-862	CWE-80
CWE-79	CWE-20	CWE-79
CWE-285	CWE-79	CWE-285
CWE-353	CWE-79	CWE-353
CWE-79	CWE-20	CWE-79
CWE-80	CWE-77	CWE-80
CWE-16	CWE-79	CWE-16
CWE-78	CWE-352	CWE-352
CWE-79	CWE-200	CWE-79
CWE-352	CWE-200	CWE-352
CWE-22	CWE-200	CWE-22
CWE-22	CWE-200	CWE-22
CWE-22	CWE-838	CWE-22
CWE-22	CWE-352	CWE-22
CWE-20	CWE-352	CWE-20
CWE-352	CWE-20	CWE-352
CWE-352	CWE-428	CWE-352
CWE-306	CWE-276	CWE-306
CWE-23	CWE-276	CWE-23
CWE-264	CWE-78	CWE-264
CWE-264	CWE-79	CWE-264
CWE-78	CWE-121	CWE-78
CWE-80	CWE-434	CWE-80
CWE-120	CWE-259	CWE-259
CWE-78	CWE-200	CWE-78
CWE-798	CWE-22	CWE-798
CWE-285	CWE-476	CWE-285
CWE-22	CWE-89	CWE-22
CWE-476	CWE-89	CWE-476
CWE-662	CWE-22	CWE-22
CWE-89	CWE-284	CWE-284
CWE-22	CWE-400	CWE-22
CWE-285	CWE-129	CWE-285
CWE-758	CWE-770	CWE-758
CWE-762	CWE-79	CWE-762
CWE-676	CWE-22	CWE-676
CWE-79	CWE-79	CWE-79
CWE-434	CWE-74	CWE-434
CWE-80	CWE-1188	CWE-80
CWE-590	CWE-79	CWE-590
CWE-329	CWE-294	CWE-329
CWE-20	CWE-552	CWE-20
CWE-601	CWE-79	CWE-601
CWE-287	CWE-441	CWE-287
CWE-79	CWE-352	CWE-79
CWE-306	CWE-352	CWE-306
CWE-787	CWE-80	CWE-787
CWE-352	CWE-601	CWE-352
CWE-79	CWE-502	CWE-79
CWE-601	CWE-78	CWE-78
CWE-502	CWE-601	CWE-601
CWE-78	CWE-502	CWE-78
CWE-601	CWE-620	CWE-601
CWE-20	CWE-79	CWE-20
CWE-306	CWE-400	CWE-306
CWE-16	CWE-20	CWE-16
CWE-400	CWE-200	CWE-400
CWE-20	CWE-79	CWE-20
CWE-209	CWE-269	CWE-269
CWE-80	CWE-349	CWE-80
CWE-284	CWE-400	CWE-284
CWE-319	CWE-121	CWE-319
CWE-20	CWE-787	CWE-20
CWE-122	CWE-79	CWE-122
CWE-122	CWE-287	CWE-122
CWE-80	CWE-416	CWE-416
CWE-338	CWE-416	CWE-338
CWE-416	CWE-416	CWE-416
CWE-628	CWE-416	CWE-628
CWE-416	CWE-20	CWE-416
CWE-416	CWE-284	CWE-284
CWE-20	CWE-416	CWE-416
CWE-284	CWE-125	CWE-284
CWE-416	CWE-611	CWE-416
CWE-126	CWE-287	CWE-126
CWE-611	CWE-285	CWE-285
CWE-287	CWE-79	CWE-287
CWE-284	CWE-863	CWE-284
CWE-80	CWE-284	CWE-80
CWE-285	CWE-20	CWE-20
CWE-284	CWE-20	CWE-284
CWE-20	CWE-434	CWE-20
CWE-20	CWE-918	CWE-918
CWE-434	CWE-284	CWE-434
CWE-20	CWE-326	CWE-20
CWE-284	CWE-787	CWE-284
CWE-325	CWE-427	CWE-325
CWE-787	CWE-79	CWE-787
CWE-22	CWE-79	CWE-22
CWE-80	CWE-125	CWE-80
CWE-80	CWE-426	CWE-80
CWE-119	CWE-79	CWE-119
CWE-426	CWE-22	CWE-426
CWE-80	CWE-89	CWE-80
CWE-22	CWE-863	CWE-22
CWE-89	CWE-190	CWE-89
CWE-275	CWE-79	CWE-275
CWE-122	CWE-125	CWE-122
CWE-116	CWE-79	CWE-116
CWE-119	CWE-79	CWE-119
CWE-79	CWE-693	CWE-79
CWE-80	CWE-290	CWE-80
CWE-93	CWE-269	CWE-93
CWE-501	CWE-522	CWE-501
CWE-285	CWE-1321	CWE-285
CWE-312	CWE-79	CWE-312
CWE-496	CWE-284	CWE-496
CWE-80	CWE-89	CWE-80
CWE-285	CWE-416	CWE-285
CWE-89	CWE-89	CWE-89
CWE-399	CWE-121	CWE-121
CWE-89	CWE-89	CWE-89
CWE-120	CWE-89	CWE-120
CWE-89	CWE-120	CWE-120
CWE-89	CWE-122	CWE-89
CWE-121	CWE-89	CWE-121
CWE-120	CWE-121	CWE-121
CWE-89	CWE-121	CWE-121
CWE-121	CWE-121	CWE-121
CWE-120	CWE-121	CWE-120
CWE-121	CWE-77	CWE-121
CWE-120	CWE-78	CWE-120
CWE-78	CWE-77	CWE-78
CWE-78	CWE-121	CWE-78
CWE-78	CWE-89	CWE-78
CWE-120	CWE-78	CWE-120
CWE-89	CWE-121	CWE-89
CWE-78	CWE-121	CWE-78
CWE-120	CWE-121	CWE-120
CWE-121	CWE-77	CWE-121
CWE-119	CWE-89	CWE-119
CWE-78	CWE-89	CWE-78
CWE-89	CWE-284	CWE-89
CWE-89	CWE-89	CWE-89
CWE-284	CWE-94	CWE-284
CWE-89	CWE-89	CWE-89
CWE-80	CWE-79	CWE-80
CWE-89	CWE-89	CWE-89
CWE-80	CWE-79	CWE-80
CWE-89	CWE-120	CWE-120
CWE-80	CWE-125	CWE-125
CWE-120	CWE-122	CWE-120
CWE-126	CWE-89	CWE-89
CWE-122	CWE-122	CWE-122
CWE-89	CWE-125	CWE-89
CWE-122	CWE-120	CWE-122
CWE-125	CWE-79	CWE-79
CWE-120	CWE-89	CWE-120
CWE-79	CWE-285	CWE-79
CWE-89	CWE-79	CWE-89
CWE-78	CWE-79	CWE-78
CWE-80	CWE-1321	CWE-80
CWE-80	CWE-502	CWE-80
CWE-94	CWE-79	CWE-94
CWE-20	CWE-29	CWE-20
CWE-80	CWE-530	CWE-80
CWE-23	CWE-121	CWE-23
CWE-522	CWE-502	CWE-522
CWE-121	CWE-22	CWE-121
CWE-92	CWE-22	CWE-92
CWE-22	CWE-89	CWE-22
CWE-22	CWE-378	CWE-22
CWE-89	CWE-79	CWE-89
CWE-78	CWE-269	CWE-78
CWE-80	CWE-77	CWE-77
CWE-264	CWE-285	CWE-264
CWE-94	CWE-287	CWE-94
CWE-306	CWE-79	CWE-306
CWE-190	CWE-79	CWE-190
CWE-95	CWE-611	CWE-95
CWE-94	CWE-863	CWE-94
CWE-611	CWE-77	CWE-611
CWE-020	CWE-79	CWE-020
CWE-665	CWE-29	CWE-665
CWE-79	CWE-444	CWE-444
CWE-20	CWE-918	CWE-20
CWE-665	CWE-77	CWE-665
CWE-1044	CWE-532	CWE-1044
CWE-78	CWE-345	CWE-78
CWE-349	CWE-787	CWE-349
CWE-346	CWE-89	CWE-346
CWE-122	CWE-79	CWE-122
CWE-89	CWE-116	CWE-89
CWE-80	CWE-79	CWE-80
CWE-96	CWE-502	CWE-96
CWE-80	CWE-404	CWE-80
CWE-78	CWE-404	CWE-78
CWE-400	CWE-79	CWE-400
CWE-400	CWE-22	CWE-22
CWE-80	CWE-434	CWE-80
CWE-22	CWE-79	CWE-79
CWE-434	CWE-89	CWE-434
CWE-80	CWE-89	CWE-80
CWE-89	CWE-284	CWE-89
CWE-89	CWE-78	CWE-89
CWE-284	CWE-917	CWE-284
CWE-78	CWE-200	CWE-200
CWE-94	CWE-200	CWE-94
CWE-200	CWE-79	CWE-200
CWE-200	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-404	CWE-80
CWE-80	CWE-404	CWE-80
CWE-400	CWE-79	CWE-79
CWE-400	CWE-610	CWE-400
CWE-80	CWE-89	CWE-80
CWE-78	CWE-89	CWE-89
CWE-89	CWE-120	CWE-89
CWE-89	CWE-120	CWE-120
CWE-400	CWE-89	CWE-400
CWE-405	CWE-89	CWE-405
CWE-89	CWE-89	CWE-89
CWE-89	CWE-404	CWE-89
CWE-78	CWE-404	CWE-404
CWE-400	CWE-94	CWE-400
CWE-400	CWE-502	CWE-400
CWE-78	CWE-78	CWE-78
CWE-92	CWE-787	CWE-92
CWE-94	CWE-252	CWE-94
CWE-787	CWE-119	CWE-787
CWE-20	CWE-787	CWE-787
CWE-190	CWE-346	CWE-190
CWE-121	CWE-269	CWE-121
CWE-601	CWE-416	CWE-601
CWE-250	CWE-79	CWE-250
CWE-400	CWE-79	CWE-400
CWE-20	CWE-918	CWE-20
CWE-80	CWE-770	CWE-80
CWE-269	CWE-330	CWE-269
CWE-400	CWE-20	CWE-400
CWE-441	CWE-200	CWE-441
CWE-22	CWE-22	CWE-22
CWE-285	CWE-276	CWE-285
CWE-22	CWE-787	CWE-22
CWE-243	CWE-787	CWE-243
CWE-119	CWE-79	CWE-79
CWE-416	CWE-119	CWE-416
CWE-80	CWE-416	CWE-80
CWE-121	CWE-79	CWE-121
CWE-407	CWE-78	CWE-407
CWE-80	CWE-601	CWE-80
CWE-93	CWE-79	CWE-93
CWE-601	CWE-434	CWE-601
CWE-80	CWE-89	CWE-80
CWE-434	CWE-20	CWE-20
CWE-89	CWE-352	CWE-89
CWE-405	CWE-862	CWE-405
CWE-352	CWE-284	CWE-284
CWE-264	CWE-352	CWE-264
CWE-269	CWE-862	CWE-269
CWE-352	CWE-272	CWE-352
CWE-384	CWE-287	CWE-384
CWE-284	CWE-434	CWE-284
CWE-285	CWE-468	CWE-285
CWE-22	CWE-190	CWE-22
CWE-119	CWE-416	CWE-119
CWE-190	CWE-416	CWE-190
CWE-416	CWE-191	CWE-416
CWE-416	CWE-416	CWE-416
CWE-190	CWE-346	CWE-190
CWE-403	CWE-78	CWE-403
CWE-653	CWE-120	CWE-653
CWE-78	CWE-77	CWE-78
CWE-120	CWE-22	CWE-120
CWE-78	CWE-269	CWE-78
CWE-22	CWE-287	CWE-22
CWE-259	CWE-79	CWE-79
CWE-284	CWE-79	CWE-284
CWE-80	CWE-532	CWE-80
CWE-79	CWE-269	CWE-79
CWE-532	CWE-269	CWE-532
CWE-306	CWE-79	CWE-306
CWE-672	CWE-862	CWE-672
CWE-80	CWE-862	CWE-80
CWE-668	CWE-141	CWE-668
CWE-285	CWE-476	CWE-285
CWE-78	CWE-834	CWE-78
CWE-476	CWE-22	CWE-22
CWE-400	CWE-79	CWE-400
CWE-22	CWE-22	CWE-22
CWE-79	CWE-89	CWE-79
CWE-22	CWE-295	CWE-22
CWE-89	CWE-601	CWE-89
CWE-729	CWE-89	CWE-729
CWE-601	CWE-352	CWE-601
CWE-89	CWE-319	CWE-89
CWE-352	CWE-285	CWE-352
CWE-312	CWE-918	CWE-312
CWE-264	CWE-20	CWE-264
CWE-918	CWE-798	CWE-918
CWE-20	CWE-524	CWE-20
CWE-798	CWE-287	CWE-798
CWE-345	CWE-352	CWE-345
CWE-285	CWE-22	CWE-285
CWE-352	CWE-89	CWE-352
CWE-22	CWE-89	CWE-22
CWE-89	CWE-404	CWE-89
CWE-89	CWE-404	CWE-404
CWE-400	CWE-404	CWE-400
CWE-400	CWE-404	CWE-400
CWE-400	CWE-404	CWE-400
CWE-400	CWE-89	CWE-400
CWE-400	CWE-79	CWE-79
CWE-89	CWE-79	CWE-89
CWE-80	CWE-129	CWE-129
CWE-80	CWE-787	CWE-80
CWE-628	CWE-532	CWE-628
CWE-120	CWE-203	CWE-203
CWE-532	CWE-434	CWE-532
CWE-287	CWE-94	CWE-287
CWE-78	CWE-78	CWE-78
CWE-89	CWE-77	CWE-89
CWE-78	CWE-77	CWE-78
CWE-78	CWE-78	CWE-78
CWE-78	CWE-121	CWE-78
CWE-78	CWE-121	CWE-78
CWE-119	CWE-121	CWE-119
CWE-121	CWE-121	CWE-121
CWE-120	CWE-121	CWE-121
CWE-121	CWE-121	CWE-121
CWE-120	CWE-121	CWE-120
CWE-121	CWE-121	CWE-121
CWE-121	CWE-121	CWE-121
CWE-119	CWE-121	CWE-119
CWE-120	CWE-121	CWE-121
CWE-121	CWE-434	CWE-121
CWE-122	CWE-532	CWE-122
CWE-434	CWE-502	CWE-434
CWE-359	CWE-502	CWE-359
CWE-502	CWE-89	CWE-89
CWE-502	CWE-434	CWE-502
CWE-89	CWE-89	CWE-89
CWE-434	CWE-613	CWE-434
CWE-89	CWE-613	CWE-89
CWE-352	CWE-613	CWE-352
CWE-657	CWE-918	CWE-657
CWE-306	CWE-918	CWE-306
CWE-399	CWE-565	CWE-399
CWE-918	CWE-79	CWE-918
CWE-332	CWE-306	CWE-332
CWE-80	CWE-601	CWE-80
CWE-285	CWE-79	CWE-285
CWE-352	CWE-79	CWE-352
CWE-79	CWE-79	CWE-79
CWE-80	CWE-502	CWE-502
CWE-115	CWE-502	CWE-115
CWE-502	CWE-79	CWE-502
CWE-502	CWE-787	CWE-502
CWE-80	CWE-79	CWE-80
CWE-120	CWE-22	CWE-22
CWE-80	CWE-89	CWE-80
CWE-78	CWE-862	CWE-78
CWE-89	CWE-79	CWE-79
CWE-533	CWE-79	CWE-533
CWE-80	CWE-427	CWE-80
CWE-79	CWE-79	CWE-79
CWE-94	CWE-271	CWE-94
CWE-79	CWE-78	CWE-79
CWE-269	CWE-116	CWE-269
CWE-78	CWE-287	CWE-287
CWE-94	CWE-22	CWE-94
CWE-384	CWE-787	CWE-384
CWE-22	CWE-787	CWE-22
CWE-66	CWE-787	CWE-66
CWE-120	CWE-787	CWE-120
CWE-120	CWE-787	CWE-120
CWE-119	CWE-787	CWE-119
CWE-134	CWE-787	CWE-134
CWE-120	CWE-121	CWE-120
CWE-121	CWE-121	CWE-121
CWE-120	CWE-121	CWE-120
CWE-119	CWE-787	CWE-119
CWE-120	CWE-121	CWE-120
CWE-121	CWE-121	CWE-121
CWE-120	CWE-121	CWE-120
CWE-121	CWE-121	CWE-121
CWE-120	CWE-552	CWE-552
CWE-120	CWE-287	CWE-120
CWE-22	CWE-89	CWE-22
CWE-306	CWE-434	CWE-306
CWE-89	CWE-89	CWE-89
CWE-434	CWE-79	CWE-434
CWE-89	CWE-284	CWE-89
CWE-80	CWE-89	CWE-80
CWE-269	CWE-823	CWE-269
CWE-89	CWE-400	CWE-89
CWE-119	CWE-94	CWE-119
CWE-400	CWE-404	CWE-400
CWE-78	CWE-404	CWE-404
CWE-400	CWE-79	CWE-400
CWE-400	CWE-20	CWE-400
CWE-80	CWE-79	CWE-80
CWE-20	CWE-918	CWE-20
CWE-80	CWE-79	CWE-79
CWE-918	CWE-119	CWE-918
CWE-89	CWE-79	CWE-89
CWE-399	CWE-79	CWE-399
CWE-80	CWE-434	CWE-80
CWE-80	CWE-79	CWE-80
CWE-434	CWE-79	CWE-434
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-502	CWE-80
CWE-80	CWE-200	CWE-80
CWE-502	CWE-434	CWE-502
CWE-200	CWE-434	CWE-200
CWE-434	CWE-434	CWE-434
CWE-434	CWE-79	CWE-434
CWE-434	CWE-287	CWE-434
CWE-116	CWE-327	CWE-116
CWE-259	CWE-79	CWE-259
CWE-284	CWE-862	CWE-284
CWE-80	CWE-459	CWE-80
CWE-284	CWE-295	CWE-284
CWE-399	CWE-79	CWE-79
CWE-310	CWE-416	CWE-416
CWE-80	CWE-416	CWE-80
CWE-416	CWE-89	CWE-416
CWE-405	CWE-122	CWE-122
CWE-89	CWE-918	CWE-89
CWE-119	CWE-116	CWE-119
CWE-1035	CWE-416	CWE-1035
CWE-918	CWE-400	CWE-918
CWE-637	CWE-416	CWE-637
CWE-400	CWE-434	CWE-434
CWE-762	CWE-862	CWE-762
CWE-22	CWE-79	CWE-22
CWE-285	CWE-416	CWE-285
CWE-80	CWE-862	CWE-80
CWE-416	CWE-862	CWE-416
CWE-677	CWE-22	CWE-677
CWE-306	CWE-79	CWE-306
CWE-22	CWE-416	CWE-22
CWE-79	CWE-416	CWE-79
CWE-676	CWE-862	CWE-676
CWE-476	CWE-476	CWE-476
CWE-285	CWE-200	CWE-285
CWE-400	CWE-79	CWE-400
CWE-200	CWE-89	CWE-200
CWE-80	CWE-200	CWE-80
CWE-89	CWE-79	CWE-89
CWE-798	CWE-307	CWE-798
CWE-79	CWE-639	CWE-79
CWE-306	CWE-862	CWE-306
CWE-284	CWE-862	CWE-862
CWE-306	CWE-79	CWE-306
CWE-653	CWE-787	CWE-787
CWE-80	CWE-434	CWE-80
CWE-122	CWE-284	CWE-122
CWE-434	CWE-78	CWE-434
CWE-20	CWE-434	CWE-20
CWE-78	CWE-94	CWE-78
CWE-434	CWE-89	CWE-434
CWE-78	CWE-862	CWE-78
CWE-89	CWE-862	CWE-862
CWE-306	CWE-22	CWE-306
CWE-284	CWE-444	CWE-284
CWE-601	CWE-200	CWE-601
CWE-18	CWE-125	CWE-125
CWE-522	CWE-779	CWE-522
CWE-119	CWE-22	CWE-119
CWE-532	CWE-79	CWE-532
CWE-22	CWE-284	CWE-22
CWE-80	CWE-204	CWE-80
CWE-285	CWE-79	CWE-285
CWE-209	CWE-287	CWE-209
CWE-79	CWE-287	CWE-79
CWE-275	CWE-347	CWE-275
CWE-275	CWE-347	CWE-275
CWE-327	CWE-121	CWE-327
CWE-331	CWE-284	CWE-331
CWE-121	CWE-276	CWE-121
CWE-284	CWE-276	CWE-284
CWE-275	CWE-79	CWE-275
CWE-287	CWE-352	CWE-287
CWE-80	CWE-400	CWE-80
CWE-352	CWE-79	CWE-79
CWE-400	CWE-611	CWE-400
CWE-80	CWE-79	CWE-80
CWE-20	CWE-862	CWE-20
CWE-80	CWE-862	CWE-80
CWE-276	CWE-121	CWE-276
CWE-345	CWE-78	CWE-345
CWE-122	CWE-427	CWE-122
CWE-78	CWE-601	CWE-78
CWE-426	CWE-404	CWE-404
CWE-918	CWE-404	CWE-918
CWE-400	CWE-404	CWE-400
CWE-400	CWE-404	CWE-400
CWE-400	CWE-404	CWE-404
CWE-118	CWE-404	CWE-118
CWE-400	CWE-404	CWE-400
CWE-400	CWE-404	CWE-400
CWE-400	CWE-404	CWE-404
CWE-400	CWE-404	CWE-400
CWE-400	CWE-404	CWE-404
CWE-400	CWE-404	CWE-400
CWE-400	CWE-79	CWE-400
CWE-400	CWE-89	CWE-400
CWE-79	CWE-502	CWE-502
CWE-089	CWE-404	CWE-089
CWE-490	CWE-200	CWE-490
CWE-400	CWE-428	CWE-400
CWE-200	CWE-305	CWE-305
CWE-427	CWE-89	CWE-427
CWE-306	CWE-78	CWE-306
CWE-89	CWE-79	CWE-79
CWE-306	CWE-79	CWE-306
CWE-79	CWE-121	CWE-79
CWE-94	CWE-20	CWE-94
CWE-118	CWE-200	CWE-118
CWE-200	CWE-200	CWE-200
CWE-285	CWE-326	CWE-285
CWE-272	CWE-502	CWE-272
CWE-327	CWE-93	CWE-327
CWE-505	CWE-601	CWE-601
CWE-92	CWE-798	CWE-798
CWE-601	CWE-918	CWE-601
CWE-327	CWE-476	CWE-327
CWE-918	CWE-79	CWE-918
CWE-400	CWE-79	CWE-400
CWE-80	CWE-79	CWE-80
CWE-80	CWE-346	CWE-80
CWE-79	CWE-269	CWE-79
CWE-80	CWE-89	CWE-80
CWE-269	CWE-89	CWE-269
CWE-89	CWE-434	CWE-89
CWE-89	CWE-89	CWE-89
CWE-22	CWE-200	CWE-22
CWE-89	CWE-79	CWE-89
CWE-200	CWE-79	CWE-79
CWE-80	CWE-434	CWE-80
CWE-80	CWE-434	CWE-434
CWE-93	CWE-434	CWE-93
CWE-78	CWE-434	CWE-78
CWE-80	CWE-434	CWE-80
CWE-22	CWE-434	CWE-434
CWE-434	CWE-79	CWE-434
CWE-434	CWE-79	CWE-434
CWE-80	CWE-79	CWE-80
CWE-80	CWE-434	CWE-80
CWE-79	CWE-79	CWE-79
CWE-78	CWE-540	CWE-540
CWE-80	CWE-1394	CWE-80
CWE-496	CWE-787	CWE-496
CWE-327	CWE-416	CWE-327
CWE-122	CWE-202	CWE-122
CWE-416	CWE-94	CWE-94
CWE-269	CWE-369	CWE-269
CWE-78	CWE-863	CWE-78
CWE-682	CWE-400	CWE-682
CWE-269	CWE-89	CWE-269
CWE-665	CWE-200	CWE-665
CWE-89	CWE-22	CWE-89
CWE-200	CWE-79	CWE-200
CWE-22	CWE-190	CWE-22
CWE-80	CWE-400	CWE-80
CWE-120	CWE-416	CWE-120
CWE-400	CWE-639	CWE-400
CWE-416	CWE-610	CWE-416
CWE-285	CWE-352	CWE-352
CWE-22	CWE-284	CWE-22
CWE-352	CWE-798	CWE-352
CWE-284	CWE-521	CWE-284
CWE-322	CWE-521	CWE-322
CWE-522	CWE-287	CWE-522
CWE-284	CWE-862	CWE-284
CWE-143	CWE-295	CWE-143
CWE-285	CWE-502	CWE-502
CWE-319	CWE-77	CWE-77
CWE-502	CWE-77	CWE-502
CWE-78	CWE-77	CWE-78
CWE-78	CWE-77	CWE-78
CWE-78	CWE-78	CWE-78
CWE-78	CWE-77	CWE-78
CWE-78	CWE-77	CWE-78
CWE-89	CWE-77	CWE-89
CWE-78	CWE-77	CWE-77
CWE-78	CWE-401	CWE-78
CWE-78	CWE-416	CWE-78
CWE-391	CWE-400	CWE-391
CWE-NotFound	CWE-305	CWE-NotFound
CWE-20	CWE-200	CWE-20
CWE-306	CWE-200	CWE-306
CWE-200	CWE-200	CWE-200
CWE-200	CWE-400	CWE-200
CWE-200	CWE-77	CWE-200
CWE-119	CWE-79	CWE-119
CWE-78	CWE-200	CWE-78
CWE-80	CWE-200	CWE-80
CWE-200	CWE-502	CWE-200
CWE-200	CWE-22	CWE-200
CWE-20	CWE-79	CWE-79
CWE-22	CWE-200	CWE-22
CWE-80	CWE-200	CWE-80
CWE-522	CWE-79	CWE-522
CWE-522	CWE-862	CWE-522
CWE-79	CWE-284	CWE-79
CWE-285	CWE-193	CWE-285
CWE-285	CWE-269	CWE-285
CWE-200	CWE-476	CWE-200
CWE-284	CWE-79	CWE-284
CWE-400	CWE-125	CWE-400
CWE-79	CWE-416	CWE-79
CWE-434	CWE-776	CWE-434
CWE-416	CWE-840	CWE-416
CWE-388	CWE-24	CWE-388
CWE-312	CWE-200	CWE-312
CWE-22	CWE-639	CWE-22
CWE-416	CWE-20	CWE-20
CWE-288	CWE-79	CWE-288
CWE-89	CWE-257	CWE-89
CWE-80	CWE-20	CWE-80
CWE-287	CWE-863	CWE-287
CWE-78	CWE-22	CWE-22
CWE-285	CWE-23	CWE-23
CWE-22	CWE-732	CWE-22
CWE-78	CWE-15	CWE-78
CWE-657	CWE-306	CWE-306
CWE-250	CWE-1333	CWE-250
CWE-287	CWE-1333	CWE-287
CWE-20	CWE-22	CWE-20
CWE-400	CWE-78	CWE-400
CWE-22	CWE-352	CWE-22
CWE-78	CWE-89	CWE-78
CWE-352	CWE-284	CWE-352
CWE-89	CWE-434	CWE-89
CWE-308	CWE-79	CWE-308
CWE-434	CWE-79	CWE-434
CWE-80	CWE-89	CWE-89
CWE-79	CWE-434	CWE-79
CWE-89	CWE-434	CWE-89
CWE-20	CWE-77	CWE-20
CWE-798	CWE-22	CWE-798
CWE-78	CWE-22	CWE-78
CWE-22	CWE-29	CWE-22
CWE-22	CWE-79	CWE-22
CWE-78	CWE-400	CWE-78
CWE-79	CWE-287	CWE-79
CWE-400	CWE-470	CWE-400
CWE-287	CWE-269	CWE-287
CWE-89	CWE-89	CWE-89
CWE-269	CWE-94	CWE-269
CWE-89	CWE-335	CWE-335
CWE-22	CWE-190	CWE-22
CWE-330	CWE-200	CWE-330
CWE-119	CWE-22	CWE-22
CWE-312	CWE-22	CWE-312
CWE-22	CWE-427	CWE-22
CWE-22	CWE-89	CWE-22
CWE-428	CWE-121	CWE-428
CWE-89	CWE-98	CWE-98
CWE-677	CWE-89	CWE-677
CWE-22	CWE-79	CWE-22
CWE-89	CWE-73	CWE-89
CWE-92	CWE-863	CWE-92
CWE-78	CWE-284	CWE-284
CWE-285	CWE-80	CWE-285
CWE-248	CWE-280	CWE-248
CWE-116	CWE-428	CWE-116
CWE-284	CWE-74	CWE-284
CWE-22	CWE-253	CWE-253
CWE-1243	CWE-613	CWE-1243
CWE-391	CWE-78	CWE-391
CWE-306	CWE-863	CWE-306
CWE-78	CWE-250	CWE-250
CWE-303	CWE-78	CWE-303
CWE-285	CWE-22	CWE-285
CWE-78	CWE-22	CWE-78
CWE-22	CWE-321	CWE-321
CWE-22	CWE-284	CWE-22
CWE-327	CWE-190	CWE-327
CWE-200	CWE-862	CWE-200
CWE-190	CWE-400	CWE-400
CWE-259	CWE-79	CWE-259
CWE-400	CWE-20	CWE-400
CWE-80	CWE-863	CWE-80
CWE-20	CWE-200	CWE-200
CWE-284	CWE-434	CWE-284
CWE-345	CWE-288	CWE-288
CWE-78	CWE-79	CWE-78
CWE-284	CWE-79	CWE-284
CWE-22	CWE-502	CWE-22
CWE-20	CWE-183	CWE-20
CWE-502	CWE-78	CWE-502
CWE-532	CWE-1385	CWE-1385
CWE-78	CWE-434	CWE-78
CWE-284	CWE-79	CWE-284
CWE-415	CWE-798	CWE-415
CWE-80	CWE-200	CWE-80
CWE-522	CWE-770	CWE-770
CWE-200	CWE-474	CWE-474
CWE-306	CWE-416	CWE-306
CWE-189	CWE-117	CWE-189
CWE-400	CWE-78	CWE-78
CWE-20	CWE-474	CWE-474
CWE-269	CWE-787	CWE-269
CWE-278	CWE-79	CWE-79
CWE-120	CWE-284	CWE-120
CWE-80	CWE-89	CWE-80
CWE-285	CWE-36	CWE-285
CWE-89	CWE-22	CWE-22
CWE-22	CWE-94	CWE-94
CWE-23	CWE-79	CWE-23
CWE-78	CWE-79	CWE-78
CWE-80	CWE-22	CWE-80
CWE-80	CWE-288	CWE-80
CWE-22	CWE-394	CWE-394
CWE-287	CWE-20	CWE-287
CWE-269	CWE-347	CWE-269
CWE-20	CWE-645	CWE-20
CWE-327	CWE-732	CWE-732
CWE-400	CWE-501	CWE-400
CWE-22	CWE-281	CWE-22
CWE-16	CWE-352	CWE-16
CWE-20	CWE-22	CWE-20
CWE-352	CWE-367	CWE-352
CWE-22	CWE-1333	CWE-22
CWE-287	CWE-770	CWE-287
CWE400	CWE-863	CWE400
CWE-309	CWE-821	CWE-821
CWE-284	CWE-863	CWE-284
CWE-307	CWE-285	CWE-307
CWE-532	CWE-214	CWE-214
CWE-287	CWE-79	CWE-287
CWE-532	CWE-502	CWE-532
CWE-79	CWE-79	CWE-79
CWE-502	CWE-502	CWE-502
CWE-80	CWE-269	CWE-80
CWE-502	CWE-120	CWE-120
CWE-22	CWE-269	CWE-22
CWE-352	CWE-400	CWE-352
CWE-277	CWE-79	CWE-277
CWE-776	CWE-77	CWE-776
CWE-80	CWE-121	CWE-80
CWE-78	CWE-89	CWE-89
CWE-119	CWE-120	CWE-119
CWE-89	CWE-862	CWE-89
CWE-119	CWE-502	CWE-119
CWE-306	CWE-502	CWE-306
CWE-502	CWE-862	CWE-502
CWE-502	CWE-400	CWE-502
CWE-285	CWE-287	CWE-285
CWE-400	CWE-434	CWE-400
CWE-287	CWE-434	CWE-287
CWE-434	CWE-89	CWE-434
CWE-434	CWE-89	CWE-434
CWE-90	CWE-79	CWE-79
CWE-89	CWE-284	CWE-89
CWE-80	CWE-89	CWE-89
CWE-284	CWE-79	CWE-284
CWE-611	CWE-89	CWE-89
CWE-80	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-79	CWE-89
CWE-89	CWE-89	CWE-89
CWE-80	CWE-352	CWE-80
CWE-89	CWE-125	CWE-89
CWE-352	CWE-416	CWE-352
CWE-119	CWE-283	CWE-119
CWE-119	CWE-502	CWE-119
CWE-399	CWE-89	CWE-399
CWE-502	CWE-79	CWE-502
CWE-89	CWE-749	CWE-89
CWE-80	CWE-116	CWE-80
CWE-22	CWE-434	CWE-22
CWE-78	CWE-89	CWE-78
